Trade_Time,Price_USD,Volume_BTC,Symbol
2025-10-08 18:08:00.445,123822.0,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.8,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.8,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.7,0.001,BTCUSDT
2025-10-08 18:08:00.445,123821.5,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.2,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123821.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123821.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123820.8,0.002,BTCUSDT
2025-10-08 18:08:00.445,123820.5,0.001,BTCUSDT
2025-10-08 18:08:00.445,123820.5,0.002,BTCUSDT
2025-10-08 18:08:00.445,123820.4,0.002,BTCUSDT
2025-10-08 18:08:00.445,123820.3,0.011,BTCUSDT
2025-10-08 18:08:00.445,123820.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123820.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123820.0,0.007,BTCUSDT
2025-10-08 18:08:00.445,123820.0,0.002,BTCUSDT
2025-10-08 18:08:00.445,123819.9,0.018,BTCUSDT
2025-10-08 18:08:00.445,123819.9,0.027,BTCUSDT
2025-10-08 18:08:00.445,123819.7,0.001,BTCUSDT
2025-10-08 18:08:00.445,123819.6,0.001,BTCUSDT
2025-10-08 18:08:00.445,123819.6,0.958,BTCUSDT
2025-10-08 18:08:00.481,123819.6,0.002,BTCUSDT
